canal,url_canal,nome_video,url_video,data_visualizacao,part_of_day,year,month,day,day_name
MCS GamerDF,https://www.youtube.com/channel/UCEP-mD3ogywdposySMW0H0g,Obs Studio gravações travando depois de feitas-(Solução)-#MCsGamerdf Melhor método em 2020MCS GamerDF15 de mai. de 2020 02:34:24 BRT,https://www.youtube.com/watch?v=CKBxAnoBBSQ,2020-05-15 02:34:24,Late Night,2020,May,15,Friday
MCS GamerDF,https://www.youtube.com/channel/UCEP-mD3ogywdposySMW0H0g,F1 GP DA HUNGRIA Gameplay Hardcore Cokpit - Volta Rápida Formula One/ G920/WinseatsMCS GamerDF15 de mai. de 2020 02:32:17 BRT,https://www.youtube.com/watch?v=u2TF-RPxy5o,2020-05-15 02:32:17,Late Night,2020,May,15,Friday
MCS GamerDF,https://www.youtube.com/channel/UCEP-mD3ogywdposySMW0H0g,F1 MODO CARREIRA #CORRIDA Nº2 CIRCUITO DO BAHREIN (COCKPIT WINSEATS COM VOLANTE G920 )MCS GamerDF15 de mai. de 2020 02:30:20 BRT,https://www.youtube.com/watch?v=2etJ17Tc-a0,2020-05-15 02:30:20,Late Night,2020,May,15,Friday
RÜFÜS DU SOL,https://www.youtube.com/channel/UC6iin46o7SrAsnl9ig__vlw,"RÜFÜS DU SOL ●● Innerbloom (Live at The Hordern Pavilion, Sydney)RÜFÜS DU SOL14 de mai. de 2020 23:27:26 BRT",https://www.youtube.com/watch?v=us6HYdU1He4,2020-05-14 23:27:26,Night,2020,May,14,Thursday
Dashdot,https://www.youtube.com/channel/UC-OH5m2larLfyqlkVreXLrA,"Dashdot, Maxximal feat Ashibah - Make It Better (Zac & Bakka Remix)Dashdot14 de mai. de 2020 23:22:12 BRT",https://www.youtube.com/watch?v=-LTFoxgsNs4,2020-05-14 23:22:12,Night,2020,May,14,Thursday
MB Games,https://www.youtube.com/channel/UC6S1nACJH6eNNv9MOoeq9gw,Aparecida de Goiânia a Brasília - Euro Truck Simulator 2 | Mapa EAAMB Games14 de mai. de 2020 23:15:53 BRT,https://www.youtube.com/watch?v=LoEsjMS39Mg,2020-05-14 23:15:53,Night,2020,May,14,Thursday
Pc Fraco,https://www.youtube.com/channel/UCQrlZ-B343KTWQPsm7wWu6g,Aôooo Goiânia - ETS 2 Brasil '1 |Pc FracoPc Fraco14 de mai. de 2020 23:13:52 BRT,https://www.youtube.com/watch?v=ICC-viVV7ik,2020-05-14 23:13:52,Night,2020,May,14,Thursday
MB Games,https://www.youtube.com/channel/UC6S1nACJH6eNNv9MOoeq9gw,Euro Truck Simulator 2 - Goiânia a Brasília - Mod Mapa EAA 4.1MB Games14 de mai. de 2020 23:09:26 BRT,https://www.youtube.com/watch?v=nC2Ng8FQih4,2020-05-14 23:09:26,Night,2020,May,14,Thursday
Aprendendo Inglês Sozinho,https://www.youtube.com/channel/UCJkEL_DKF3UwjSPmJrzDyXA,MIL DIAS DE OFENSIVA NO DUOLINGO – VALEU A PENA?Aprendendo Inglês Sozinho14 de mai. de 2020 22:57:56 BRT,https://www.youtube.com/watch?v=zeh0Wwdshq8,2020-05-14 22:57:56,Night,2020,May,14,Thursday
Tunyzin,https://www.youtube.com/channel/UCkRCb64p0I_KwEf0W56c2tg,Streamlabs OBS - Como configurar o Streamlabs! (ATUALIZADO 2021)Tunyzin14 de mai. de 2020 21:27:11 BRT,https://www.youtube.com/watch?v=VSf7awBBOxw,2020-05-14 21:27:11,Night,2020,May,14,Thursday
MCS GamerDF,https://www.youtube.com/channel/UCEP-mD3ogywdposySMW0H0g,Melhor configuração para OBS Studio #MCSGamerdfMCS GamerDF14 de mai. de 2020 21:24:34 BRT,https://www.youtube.com/watch?v=O-GLbu6p3_Y,2020-05-14 21:24:34,Night,2020,May,14,Thursday
TV Ovel,https://www.youtube.com/channel/UCMtEb2VO48hvRHpmqaO0Fyw,1º Tempo Jogo: Ovel 2 x 0 Goiás E.C/Unidade Coimbra Bueno. (Categoria Sub-09)TV Ovel14 de mai. de 2020 20:30:59 BRT,https://www.youtube.com/watch?v=anRbnZI4ElE,2020-05-14 20:30:59,Evening,2020,May,14,Thursday
TV Ovel,https://www.youtube.com/channel/UCMtEb2VO48hvRHpmqaO0Fyw,2º Tempo Jogo: Ovel 2 x 0 Goiás E.C/Unidade Coimbra Bueno. (Categoria Sub-09)TV Ovel14 de mai. de 2020 20:22:19 BRT,https://www.youtube.com/watch?v=EqA6BLyuvFo,2020-05-14 20:22:19,Evening,2020,May,14,Thursday
TV BrasilGov,https://www.youtube.com/channel/UCjaWLFTNqLkq3ZY2BJ4NYRg,16.01.2020 - Brasil em Dia (edição ao vivo)TV BrasilGov14 de mai. de 2020 16:55:40 BRT,https://www.youtube.com/watch?v=DvHQsT1aC-g,2020-05-14 16:55:40,Noon,2020,May,14,Thursday
Brainstorm Tutoriais - Edição de Vídeo,https://www.youtube.com/channel/UCi07FKoTSmfT32xynSriT5w,Quais EDITORES DE VÍDEO são usados na TELEVISÃO?Brainstorm Tutoriais - Edição de Vídeo14 de mai. de 2020 16:50:58 BRT,https://www.youtube.com/watch?v=AooVpchLTE4,2020-05-14 16:50:58,Noon,2020,May,14,Thursday
Filipe Bittencourt,https://www.youtube.com/channel/UCFbgexq_RZbwdKsLFyeXlag,Dividir o seu vídeo em várias telasFilipe Bittencourt14 de mai. de 2020 16:45:16 BRT,https://www.youtube.com/watch?v=-7DHFBH4MJ8,2020-05-14 16:45:16,Noon,2020,May,14,Thursday
Brainstorm Tutoriais - Edição de Vídeo,https://www.youtube.com/channel/UCi07FKoTSmfT32xynSriT5w,50 DICAS E TRUQUES DE SONY VEGAS!Brainstorm Tutoriais - Edição de Vídeo14 de mai. de 2020 16:43:28 BRT,https://www.youtube.com/watch?v=FGI8zHIdTrY,2020-05-14 16:43:28,Noon,2020,May,14,Thursday
Rapha Bartowski,https://www.youtube.com/channel/UCKK5wfsALXtH-C5tDxg_MXw,TUTORIAL CABELO PLATINADO EM CASA | Passo a passo como platinar em casaRapha Bartowski14 de mai. de 2020 16:36:59 BRT,https://www.youtube.com/watch?v=7jcOL5yvD0E,2020-05-14 16:36:59,Noon,2020,May,14,Thursday
Feliz7Play,https://www.youtube.com/channel/UC8PS8EsZsWXOQ1YmlJwCaYw,SOLDADO ABATIDO - SÉRIE | AMOR ESCRITO COM SANGUE (EPS7)Feliz7Play14 de mai. de 2020 16:26:41 BRT,https://www.youtube.com/watch?v=tmxGLHMLlSw,2020-05-14 16:26:41,Noon,2020,May,14,Thursday
SEATUBE,https://www.youtube.com/channel/UCmsY4EkHv-jZ3OQV0rxlcmA,"Davao City ""The largest city of the World""SEATUBE14 de mai. de 2020 14:58:17 BRT",https://www.youtube.com/watch?v=eFQ9Uo4iJKg,2020-05-14 14:58:17,Noon,2020,May,14,Thursday
Funk Mix Tudo,https://www.youtube.com/channel/UCc75-9Xd821nUqlFEFXE50w,DUELO DO FUNK 2019 - DENNIS DJ vs PEDRO SAMPAIO  ( EXPLODE MIX )Funk Mix Tudo14 de mai. de 2020 04:07:36 BRT,https://www.youtube.com/watch?v=YjS6pM5eVeM,2020-05-14 04:07:36,Late Night,2020,May,14,Thursday
Dj Villen Collection Funk - Oficial,https://www.youtube.com/channel/UC9baF96rPWppqbe6QnSRDaQ,"Dj Marcelinho, sacudindo o Baile!Dj Villen Collection Funk - Oficial14 de mai. de 2020 04:06:42 BRT",https://www.youtube.com/watch?v=2WCofJZiH_Q,2020-05-14 04:06:42,Late Night,2020,May,14,Thursday
Fernando Meurer,https://www.youtube.com/channel/UCfySSh1cqAxOQp9enpO9QkA,Live Pedro Sampaio sem propagandaFernando Meurer14 de mai. de 2020 04:06:06 BRT,https://www.youtube.com/watch?v=oEk8_K0_xzI,2020-05-14 04:06:06,Late Night,2020,May,14,Thursday
Música Multishow,https://www.youtube.com/channel/UCIzAIM-zatIDHErC0Z23hbQ,Dennis DJ se declara para Pedro Sampaio! | TVZ | Música MultishowMúsica Multishow14 de mai. de 2020 04:03:41 BRT,https://www.youtube.com/watch?v=83j58Pc6siQ,2020-05-14 04:03:41,Late Night,2020,May,14,Thursday
Dennis DJ,https://www.youtube.com/channel/UCrPMM16a2XymtrPJwFW4kAQ,Baile do Dennis - Podcast Especial Barra Music #008Dennis DJ14 de mai. de 2020 04:02:14 BRT,https://www.youtube.com/watch?v=vjoEgxyAno4,2020-05-14 04:02:14,Late Night,2020,May,14,Thursday
Dennis DJ,https://www.youtube.com/channel/UCrPMM16a2XymtrPJwFW4kAQ,Baile do Dennis - Abertura Dennis ( FULL HD )Dennis DJ14 de mai. de 2020 03:57:39 BRT,https://www.youtube.com/watch?v=fttYgm6hRg0,2020-05-14 03:57:39,Late Night,2020,May,14,Thursday
Vintage Culture,https://www.youtube.com/channel/UC4N1snt2b0d83vOkvaWP6mg,"Vintage Culture, Fancy Inc - In the Dark (Official Video)Vintage Culture14 de mai. de 2020 00:38:53 BRT",https://www.youtube.com/watch?v=jM7ap2md3HQ,2020-05-14 00:38:53,Late Night,2020,May,14,Thursday
Arthur Finger,https://www.youtube.com/channel/UCjQ2OTu2Q7DEaPC5FdKQtlg,Como Polir o Farol fácil e sem máquinaArthur Finger13 de mai. de 2020 21:48:56 BRT,https://www.youtube.com/watch?v=4DgDf3nRgHs,2020-05-13 21:48:56,Night,2020,May,13,Wednesday
iCarros,https://www.youtube.com/channel/UCnSQ937NANN7dJ6HVFLhVew,Tire o amarelado do farol do seu carro | Faça você mesmo | iCarrosiCarros13 de mai. de 2020 21:44:36 BRT,https://www.youtube.com/watch?v=hn8CZzgdpxc,2020-05-13 21:44:36,Night,2020,May,13,Wednesday
Omid Razmpour,https://www.youtube.com/channel/UCROZhFeCUcNpFSZpEXwmHGg,REACTION!!! Tottenham vs Ajax- Lucas Moura 95' goalOmid Razmpour13 de mai. de 2020 15:45:43 BRT,https://www.youtube.com/watch?v=ExrHBdP-GSw,2020-05-13 15:45:43,Noon,2020,May,13,Wednesday
Hugo Gonçalves,https://www.youtube.com/channel/UCL64NCEVnFJHLa5LLxkP48g,AJAX fans vs TOTTENHAM Fans - Lucas Moura Goal REACTIONHugo Gonçalves13 de mai. de 2020 15:44:15 BRT,https://www.youtube.com/watch?v=iF7_E_RQMFQ,2020-05-13 15:44:15,Noon,2020,May,13,Wednesday
Derek Espinoza,https://www.youtube.com/channel/UCNa0EqEpk8Qug8TBA5ni1JQ,Stoppage Time Champions league Semifinals Ajax v Tottenham Hotspurs Reaction at Portland Spurs BarDerek Espinoza13 de mai. de 2020 15:41:23 BRT,https://www.youtube.com/watch?v=6iRdMP5fQwM,2020-05-13 15:41:23,Noon,2020,May,13,Wednesday
Vanemas,https://www.youtube.com/channel/UCcMguvBd0eq6bctu1K7sS6Q,Tottenham Hotspur ● Road to the CL Final - 2019Vanemas13 de mai. de 2020 15:39:43 BRT,https://www.youtube.com/watch?v=0YxPKX8hZbQ,2020-05-13 15:39:43,Noon,2020,May,13,Wednesday
xDuoMax,https://www.youtube.com/channel/UCLeGsm5mPFTCXvqP9abta4A,AJAX (2) TOTTENHAM (3)  LIVE MATCH REACTION| LUCAS MOURA HATRICK SENDS SPURS TO THE FINALxDuoMax13 de mai. de 2020 15:38:39 BRT,https://www.youtube.com/watch?v=TDkc71nnoRw,2020-05-13 15:38:39,Noon,2020,May,13,Wednesday
Vira o Jogo,https://www.youtube.com/channel/UCVNoGiuMZE_2hula9xymW5A,ULTIMO MINUTO DE AJAX x TOTTENHAM VISTO DA ARQUIBANCADAVira o Jogo13 de mai. de 2020 15:38:05 BRT,https://www.youtube.com/watch?v=5wE5L5EY9Q8,2020-05-13 15:38:05,Noon,2020,May,13,Wednesday
Tottenham Fan Vlogs,https://www.youtube.com/channel/UCB7erbx2vcNEAxOTwFTuSEg,Ajax 2-3 Tottenham! Champions League Match Day Vlog! WE ARE GOING TO THE FINAL!Lucas Moura Hat-trickTottenham Fan Vlogs13 de mai. de 2020 15:36:17 BRT,https://www.youtube.com/watch?v=qdfwqdpS44o,2020-05-13 15:36:17,Noon,2020,May,13,Wednesday
FUTGRALL,https://www.youtube.com/channel/UCyqs5AJCg94TIQVv8LVVCcA,Veja Festa Dos Torcedores Do Tottenham Após Classificação Épica  Contra O Grandioso Ajax | 08/05/19FUTGRALL13 de mai. de 2020 15:36:02 BRT,https://www.youtube.com/watch?v=amw-3If9lzQ,2020-05-13 15:36:02,Noon,2020,May,13,Wednesday
TNT Sports Brasil,https://www.youtube.com/channel/UCs-6sCz2LJm1PrWQN4ErsPw,"""LUCAS MOURA MERECE UMA ESTÁTUA NA INGLATERRA"" - Ajax 2x3 TottenhamTNT Sports Brasil13 de mai. de 2020 15:34:37 BRT",https://www.youtube.com/watch?v=5YyaoM2dYSk,2020-05-13 15:34:37,Noon,2020,May,13,Wednesday
Visca el Barça,https://www.youtube.com/channel/UCGpzIzLhygdoL6scPV5fqGw,Paris SG vs FC Barcelona 1 3 Highlights UCL Quarter Final 2014 15 HD 1080iVisca el Barça13 de mai. de 2020 14:07:45 BRT,https://www.youtube.com/watch?v=TI1Yf07KyKc,2020-05-13 14:07:45,Noon,2020,May,13,Wednesday
Lab da Ju,https://www.youtube.com/channel/UCOQLOGORu04ZITsfRyvK6aQ,"VIVER NO MÉXICO: Morar em Monterrey?! Como é, Quanto custa e Mais... | Lab da JuLab da Ju12 de mai. de 2020 16:22:30 BRT",https://www.youtube.com/watch?v=UTDdrrIB7eY,2020-05-12 16:22:30,Noon,2020,May,12,Tuesday
Teteu Tutors,https://www.youtube.com/channel/UCUcgN5QQjBamRC2_7BTAZng,Arquivo inválido ou não suportado ao reproduzir na TV? APRENDA RESOLVER!Teteu Tutors12 de mai. de 2020 13:45:18 BRT,https://www.youtube.com/watch?v=DQfmeKy9q98,2020-05-12 13:45:18,Noon,2020,May,12,Tuesday
Techno John,https://www.youtube.com/channel/UCE0Wgv2k4NGACpf7RYv--cg,Renderizar um Vídeo Para Rodar em Todos os Players - Sony Vegas # 04Techno John12 de mai. de 2020 13:42:33 BRT,https://www.youtube.com/watch?v=mFQ9_vyIySs,2020-05-12 13:42:33,Noon,2020,May,12,Tuesday
The Nerd Tech,https://www.youtube.com/channel/UCOx4SZjfzwD-bgz0ldiFvxw,Tutorial Sony Vegas - Como Renderizar em HD 720p e 1080pThe Nerd Tech12 de mai. de 2020 13:41:28 BRT,https://www.youtube.com/watch?v=JxyiaQWhXOQ,2020-05-12 13:41:28,Noon,2020,May,12,Tuesday
The Nerd Tech,https://www.youtube.com/channel/UCOx4SZjfzwD-bgz0ldiFvxw,Como renderizar um vídeo em HD no Adobe PremiereThe Nerd Tech12 de mai. de 2020 13:40:51 BRT,https://www.youtube.com/watch?v=oKPrKsE0eKA,2020-05-12 13:40:51,Noon,2020,May,12,Tuesday
Tutoriais para Tudo,https://www.youtube.com/channel/UCk-qcTjOJfc_0RXbQwlkZ-Q,Como Passar Vídeos e Filmes no Pendrive Para Assistir na TV! (Com Detalhes Sobre Formatos Aceitos)Tutoriais para Tudo12 de mai. de 2020 13:30:57 BRT,https://www.youtube.com/watch?v=SfA0Dej97jE,2020-05-12 13:30:57,Noon,2020,May,12,Tuesday
Bela Freitas,https://www.youtube.com/channel/UCzMaijswvk1ULa94SsnrrRg,Testando Processador MasterChef Da Avon - Parece o Da Tupperware?Bela Freitas12 de mai. de 2020 12:54:09 BRT,https://www.youtube.com/watch?v=7T5BnjXOqy0,2020-05-12 12:54:09,Morning,2020,May,12,Tuesday
Erica vargas,https://www.youtube.com/channel/UCIIx7bllGgw6oWYTPVX7APg,Miniprocessador Manual MasterChef ( AVON ) ''Resenha''Erica vargas12 de mai. de 2020 12:46:39 BRT,https://www.youtube.com/watch?v=hFnrhYslVAM,2020-05-12 12:46:39,Morning,2020,May,12,Tuesday
Voz da Verdade Music - Canal Oficial,https://www.youtube.com/channel/UCMAj_mAXxf3a2Dw8qeCHA5w,"Lançamento, DVD 40 anos Voz da Verdade ""Até Aqui Eu Cheguei"" Ao VivoVoz da Verdade Music - Canal Oficial12 de mai. de 2020 12:15:23 BRT",https://www.youtube.com/watch?v=46VrrU3yYJ4,2020-05-12 12:15:23,Morning,2020,May,12,Tuesday
Chiques e Famosos,https://www.youtube.com/channel/UClOc8WkLgFyCDXowsiac7Yg,É oficial! Caio Castro posta foto com Grazi Massafera e agita web: 'Finalmente'Chiques e Famosos11 de mai. de 2020 14:56:16 BRT,https://www.youtube.com/watch?v=OdKkYy-zeXI,2020-05-11 14:56:16,Noon,2020,May,11,Monday
Balanço Geral,https://www.youtube.com/channel/UCqZN-NqgP7bhbctbyThSVUA,Caio Castro apresenta Grazi Massafera para mãeBalanço Geral11 de mai. de 2020 14:55:33 BRT,https://www.youtube.com/watch?v=FEVmjQDW0bk,2020-05-11 14:55:33,Noon,2020,May,11,Monday
JAPA no TRADE,https://www.youtube.com/channel/UCe8OdbO0QfCaP_gHeoGRghQ,PROFIT (Nelogica) de GRAÇA! Para teste...JAPA no TRADE11 de mai. de 2020 09:25:43 BRT,https://www.youtube.com/watch?v=YojKODBigUI,2020-05-11 09:25:43,Morning,2020,May,11,Monday
Pânico Jovem Pan,https://www.youtube.com/channel/UC9U4nIDyIzzelXrjNQXNvxA,Raiam Santos X Fred Desimpedidos: entenda a TRETA!Pânico Jovem Pan11 de mai. de 2020 01:34:35 BRT,https://www.youtube.com/watch?v=C-fTH3lrKgM,2020-05-11 01:34:35,Late Night,2020,May,11,Monday
Desimpedidos,https://www.youtube.com/channel/UCFjrDmEnxrG5TRGVO0TPHLA,Primeiro teste: valendo!Desimpedidos11 de mai. de 2020 01:04:04 BRT,https://www.youtube.com/watch?v=f8A2EghrtR8,2020-05-11 01:04:04,Late Night,2020,May,11,Monday
Desimpedidos,https://www.youtube.com/channel/UCFjrDmEnxrG5TRGVO0TPHLA,É difícil ser profissa!Desimpedidos11 de mai. de 2020 01:03:30 BRT,https://www.youtube.com/watch?v=RJ0FBPohQNk,2020-05-11 01:03:30,Late Night,2020,May,11,Monday
Desimpedidos,https://www.youtube.com/channel/UCFjrDmEnxrG5TRGVO0TPHLA,Pensei em desistirDesimpedidos11 de mai. de 2020 01:03:05 BRT,https://www.youtube.com/watch?v=W6YMCfo9yYA,2020-05-11 01:03:05,Late Night,2020,May,11,Monday
Marco Luque,https://www.youtube.com/channel/UComNYGlvbqnviaD9DG4m5Tg,Risadaria Em Casa - Fique Em Casa E Ria #ComigoMarco Luque11 de mai. de 2020 01:02:26 BRT,https://www.youtube.com/watch?v=VbZuhzowYLE,2020-05-11 01:02:26,Late Night,2020,May,11,Monday
Awesome Restorations,https://www.youtube.com/channel/UCsCCifMby57qV_UmrYGladQ,"Zippo Lighter Restoration, Vietnam War MEDIC Repair - Ba Ria 72-73Awesome Restorations10 de mai. de 2020 19:41:11 BRT",https://www.youtube.com/watch?v=QDpIQ3oOAvw,2020-05-10 19:41:11,Evening,2020,May,10,Sunday
Pai Troll,https://www.youtube.com/channel/UCgkgitLqIpOvqafanUD2AVQ,LANÇARAM UM NOVO SUPER MARIO WORLD!Pai Troll10 de mai. de 2020 19:08:39 BRT,https://www.youtube.com/watch?v=mqfWRtamndc,2020-05-10 19:08:39,Evening,2020,May,10,Sunday
NiceNienke,https://www.youtube.com/channel/UCGwC98aVFnR2vgWldNJg-Cw,EU CONHECI A XUXA??NiceNienke10 de mai. de 2020 19:05:30 BRT,https://www.youtube.com/watch?v=R6huiWmaTIc,2020-05-10 19:05:30,Evening,2020,May,10,Sunday
Abel Oliveira,https://www.youtube.com/channel/UCcCARW9r7ifzUREhFu4O_jg,"Xuxa e Sósia holandesa se conhecem na hora do Faro, encontro emocionanteAbel Oliveira10 de mai. de 2020 18:47:17 BRT",https://www.youtube.com/watch?v=W1clybdB0JA,2020-05-10 18:47:17,Evening,2020,May,10,Sunday
Manual do Mundo,https://www.youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,Como é feita a latinha de alumínio #BoravêManual do Mundo9 de mai. de 2020 14:40:21 BRT,https://www.youtube.com/watch?v=aFb2Dx7OsHA,2020-05-09 14:40:21,Noon,2020,May,9,Saturday
Manual do Mundo,https://www.youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,Como é FABRICADO o PORCELANATO #Boravê 🔵Manual do MundoManual do Mundo9 de mai. de 2020 14:25:22 BRT,https://www.youtube.com/watch?v=DngLAWj7iws,2020-05-09 14:25:22,Noon,2020,May,9,Saturday
Manual do Mundo,https://www.youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,Como é FEITO o LEITE EM PÓ #Boravê 🔵Manual do MundoManual do Mundo9 de mai. de 2020 14:12:18 BRT,https://www.youtube.com/watch?v=7n9jjSLZmDU,2020-05-09 14:12:18,Noon,2020,May,9,Saturday
Mohamad Hindi,https://www.youtube.com/channel/UC92stP3p40WmY-6-8X14zbQ,COMO SE FAZ QUEIJO + MOUSSE DE QUEIJO | Pequenos Produtores | Temporada de InvernoMohamad Hindi8 de mai. de 2020 15:59:11 BRT,https://www.youtube.com/watch?v=RaWsvevoQVU,2020-05-08 15:59:11,Noon,2020,May,8,Friday
Manual do Mundo,https://www.youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,Celular queima bombril? Nós testamos!Manual do Mundo8 de mai. de 2020 15:49:24 BRT,https://www.youtube.com/watch?v=Rsec0iTkTmQ,2020-05-08 15:49:24,Noon,2020,May,8,Friday
Washington Marques,https://www.youtube.com/channel/UCK9ex9oLhITo88VJXgmFs4Q,"Produção de tinta gráfica, como é feito a tintaWashington Marques8 de mai. de 2020 15:44:41 BRT",https://www.youtube.com/watch?v=gZnCEPVx4lg,2020-05-08 15:44:41,Noon,2020,May,8,Friday
Adilson Jose de Assis,https://www.youtube.com/channel/UCsoDmUZn_9Nd5TVNCiZZR9g,Tintas: processo de produção (Grupo I)Adilson Jose de Assis8 de mai. de 2020 15:43:43 BRT,https://www.youtube.com/watch?v=dhA90xKRoqk,2020-05-08 15:43:43,Noon,2020,May,8,Friday
Animgrafs,https://www.youtube.com/channel/UC3bohVqslNx9-nxJQX2x-Vw,Tintas Coral - Institucional Logística - Melhorias e ResultadosAnimgrafs8 de mai. de 2020 15:42:41 BRT,https://www.youtube.com/watch?v=dy6liUePbdQ,2020-05-08 15:42:41,Noon,2020,May,8,Friday
RDK PINTURAS,https://www.youtube.com/channel/UC7PufBMgiRhwGevYMbOWUzQ,COMO PREPARAR TINTA PASSO A PASSORDK PINTURAS8 de mai. de 2020 15:38:20 BRT,https://www.youtube.com/watch?v=w_bmS9z8rZU,2020-05-08 15:38:20,Noon,2020,May,8,Friday
Loop Infinito,https://www.youtube.com/channel/UCCbD39MVnMsTLGxsHLnOKlg,iOS 7: Saiba como funciona o AirDropLoop Infinito8 de mai. de 2020 02:46:33 BRT,https://www.youtube.com/watch?v=FYRWngPce8U,2020-05-08 02:46:33,Late Night,2020,May,8,Friday
Apple Brasil,https://www.youtube.com/channel/UCcj-jHbPUgQqpfTJRGpByRA,Como usar o AirDrop no iPhone ou iPadApple Brasil8 de mai. de 2020 02:43:58 BRT,https://www.youtube.com/watch?v=UuyvNHDOkSk,2020-05-08 02:43:58,Late Night,2020,May,8,Friday
Noise de Gole,https://www.youtube.com/channel/UCcHMUYprNV-BpfsEnn_y4tQ,"Especial glitches do yoshi, yoshi branco, invisivel e zombieNoise de Gole7 de mai. de 2020 03:10:38 BRT",https://www.youtube.com/watch?v=nGTG5AwCmiI,2020-05-07 03:10:38,Late Night,2020,May,7,Thursday
Pai Troll,https://www.youtube.com/channel/UCgkgitLqIpOvqafanUD2AVQ,O MAIOR SEGREDO DO MARIO WORLD!Pai Troll7 de mai. de 2020 02:56:01 BRT,https://www.youtube.com/watch?v=qlmC4fdAWsA,2020-05-07 02:56:01,Late Night,2020,May,7,Thursday
Eu Faria Vídeos,https://www.youtube.com/channel/UCB5iO2Kyl0bTtzUO5qcetxA,Super Mario World - Todas as Passagens SECRETASEu Faria Vídeos7 de mai. de 2020 02:33:00 BRT,https://www.youtube.com/watch?v=1y_ga-idHFQ,2020-05-07 02:33:00,Late Night,2020,May,7,Thursday
BRUNNO JOGOS,https://www.youtube.com/channel/UCe8gExZezwLhqbP534xPSJA,Como Pegar as Chaves do Mundo Estrela em Super Mario WorldBRUNNO JOGOS7 de mai. de 2020 02:27:45 BRT,https://www.youtube.com/watch?v=kjQVtI7Bcms,2020-05-07 02:27:45,Late Night,2020,May,7,Thursday
Ω VictorKratos Ω,https://www.youtube.com/channel/UCyZPowdAaY-rOf0_S7RBlrA,SUPER MARIO WORLD 100% 96 FASESΩ VictorKratos Ω7 de mai. de 2020 00:36:14 BRT,https://www.youtube.com/watch?v=cfYg0-tQMOg,2020-05-07 00:36:14,Late Night,2020,May,7,Thursday
Venera&Lind Official,https://www.youtube.com/channel/UCe3AXMkgH1Kg3Q8nnmXp0Dg,"Venera Lumani, Lind Islami - M'flen në shpirtVenera&Lind Official6 de mai. de 2020 14:06:02 BRT",https://www.youtube.com/watch?v=XOCVi6oZT2U,2020-05-06 14:06:02,Noon,2020,May,6,Wednesday
ArkivaShqip,https://www.youtube.com/channel/UCUd0P7GJ_6UiLcIpfKH9sCQ,Bianca Junzell - Per veti te kam (Official Video HD)ArkivaShqip6 de mai. de 2020 13:56:04 BRT,https://www.youtube.com/watch?v=soXnx1F4rDI,2020-05-06 13:56:04,Noon,2020,May,6,Wednesday
Vintage Culture,https://www.youtube.com/channel/UC4N1snt2b0d83vOkvaWP6mg,"Vintage Culture, Fancy Inc - In the Dark (Official Video)Vintage Culture6 de mai. de 2020 10:40:33 BRT",https://www.youtube.com/watch?v=jM7ap2md3HQ,2020-05-06 10:40:33,Morning,2020,May,6,Wednesday
Ω VictorKratos Ω,https://www.youtube.com/channel/UCyZPowdAaY-rOf0_S7RBlrA,SUPER MARIO WORLD 100% 96 FASESΩ VictorKratos Ω6 de mai. de 2020 00:56:43 BRT,https://www.youtube.com/watch?v=cfYg0-tQMOg,2020-05-06 00:56:43,Late Night,2020,May,6,Wednesday
Mohamad Hindi,https://www.youtube.com/channel/UC92stP3p40WmY-6-8X14zbQ,COMO SE FAZ SALAME | Mohamad HindiMohamad Hindi6 de mai. de 2020 00:33:34 BRT,https://www.youtube.com/watch?v=6beoFk6dbE0,2020-05-06 00:33:34,Late Night,2020,May,6,Wednesday
Manual do Mundo,https://www.youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,Como são feitos os carros blindados #BoravêManual do Mundo6 de mai. de 2020 00:22:19 BRT,https://www.youtube.com/watch?v=oL9-8UeJjcI,2020-05-06 00:22:19,Late Night,2020,May,6,Wednesday
F4L,https://www.youtube.com/channel/UC-UDp0iLQM6JyZulvCyYq9Q,Open Mic - Bruno Carneiro (Fred+10) (no Bar Ao Vivo)F4L6 de mai. de 2020 00:19:17 BRT,https://www.youtube.com/watch?v=-nMIV-hUabg,2020-05-06 00:19:17,Late Night,2020,May,6,Wednesday
Vintage Culture,https://www.youtube.com/channel/UC4N1snt2b0d83vOkvaWP6mg,"Vintage Culture, Fancy Inc - In the Dark (Official Video)Vintage Culture5 de mai. de 2020 23:54:22 BRT",https://www.youtube.com/watch?v=jM7ap2md3HQ,2020-05-05 23:54:22,Night,2020,May,5,Tuesday
Escola para Youtubers,https://www.youtube.com/channel/UCZSgdos4txBF1LtaAktpWGA,Gravar tela do PC - Sem marca d'água (GRÁTIS)Escola para Youtubers5 de mai. de 2020 21:41:20 BRT,https://www.youtube.com/watch?v=C2mFrDq6Ats,2020-05-05 21:41:20,Night,2020,May,5,Tuesday
